2.000000000000000000e+01 5.000000000000000000e+01 1.000000000000000000e+02 2.000000000000000000e+02 5.000000000000000000e+02 1.000000000000000000e+03 2.000000000000000000e+03
5.788903781813549365e+00 5.682675459395439610e+00 5.607682837754055960e+00 5.435888652395949983e+00 5.293812305964769926e+00 5.264480757735015892e+00 5.278963619505110394e+00
9.529604842829861866e+00 7.687936643868279241e+00 6.897654474660794399e+00 6.286099776131974792e+00 5.739076643399477540e+00 5.637506876498492581e+00 5.474220515540570986e+00
1.532194996801612419e+01 1.023474994395044391e+01 8.428693860009380145e+00 7.332511338819188929e+00 6.354492167270699099e+00 6.021979067588797641e+00 5.830662580857157273e+00
1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 9.999800000000000466e+01 9.999599999999999511e+01 9.999599999999999511e+01
9.999935000000000684e+01 9.999897500000000150e+01 9.999840000000000373e+01 9.999710000000000321e+01 9.999557500000000232e+01 9.999522500000000491e+01 9.999497499999999661e+01
9.999399999999999977e+01 9.999500000000000455e+01 9.999399999999999977e+01 9.999500000000000455e+01 9.999299999999999500e+01 9.999399999999999977e+01 9.999399999999999977e+01
1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 9.999899999999999523e+01 9.999899999999999523e+01 9.999699999999999989e+01 9.999599999999999511e+01
9.999967499999999632e+01 9.999904999999999688e+01 9.999887499999999818e+01 9.999862500000000409e+01 9.999689999999999657e+01 9.999612500000000637e+01 9.999580000000000268e+01
9.999800000000000466e+01 9.999800000000000466e+01 9.999800000000000466e+01 9.999599999999999511e+01 9.999500000000000455e+01 9.999500000000000455e+01 9.999500000000000455e+01
