2.000000000000000000e+01 5.000000000000000000e+01 1.000000000000000000e+02 2.000000000000000000e+02 5.000000000000000000e+02 1.000000000000000000e+03 2.000000000000000000e+03
-1.480521512859205080e+00 -1.083307160470925012e+00 -5.775377071269732765e-01 -5.281723464743178775e-01 -3.563868085166621569e-01 -2.205352356544850734e-01 -1.790707871733868972e-01
1.941029793056243125e-01 1.892012148999146215e-01 1.551378887248103799e-01 4.959325825401893206e-02 -4.601466449779656465e-02 5.012553140723278837e-03 -1.794883828423639999e-02
3.213375179088247435e+00 1.974333875825852402e+00 1.250712701029331075e+00 7.667177831584111036e-01 3.029519162394317955e-01 2.637014764837556369e-01 2.000758179279257254e-01
9.996099999999999852e+01 9.994400000000000261e+01 9.992799999999999727e+01 9.990800000000000125e+01 9.988200000000000500e+01 9.987900000000000489e+01 9.987500000000000000e+01
9.985075000000000500e+01 9.986464999999999748e+01 9.986917499999999848e+01 9.986599999999999966e+01 9.986127500000000623e+01 9.986482499999999618e+01 9.986365000000000691e+01
9.966899999999999693e+01 9.975100000000000477e+01 9.975900000000000034e+01 9.981199999999999761e+01 9.983100000000000307e+01 9.984699999999999420e+01 9.985200000000000387e+01
9.998799999999999955e+01 9.998000000000000398e+01 9.996699999999999875e+01 9.994599999999999795e+01 9.995000000000000284e+01 9.994299999999999784e+01 9.994899999999999807e+01
9.991705000000000325e+01 9.991630000000000678e+01 9.991692500000000621e+01 9.990484999999999616e+01 9.991580000000000439e+01 9.992109999999999559e+01 9.990524999999999523e+01
9.980299999999999727e+01 9.985099999999999909e+01 9.985099999999999909e+01 9.984499999999999886e+01 9.985599999999999454e+01 9.985800000000000409e+01 9.985800000000000409e+01
