2.000000000000000000e+01 5.000000000000000000e+01 1.000000000000000000e+02 2.000000000000000000e+02 5.000000000000000000e+02 1.000000000000000000e+03 2.000000000000000000e+03
6.451130833600219106e+00 6.355549100255822204e+00 3.465532016152473638e+00 1.590015062939237334e+00 6.145155978476321001e-01 3.466333136859153230e-01 2.520926560161692032e-01
8.042157774517804114e+00 7.673754931612067232e+00 4.324713751167632125e+00 2.294736025378096400e+00 9.494411658714011493e-01 6.330874597057994935e-01 4.345570894278331098e-01
1.209096073022579887e+01 9.762543350392750341e+00 5.522958230740632857e+00 3.152105003982365261e+00 1.369422707051617838e+00 9.168164058251770943e-01 7.035022459660761340e-01
1.000000000000000000e+02 1.000000000000000000e+02 9.999500000000000455e+01 9.996699999999999875e+01 9.993500000000000227e+01 9.991800000000000637e+01 9.990900000000000603e+01
9.999867500000000575e+01 9.999894999999999357e+01 9.998612500000000125e+01 9.995440000000000680e+01 9.991927499999999895e+01 9.990557499999999891e+01 9.989369999999999550e+01
9.999399999999999977e+01 9.999599999999999511e+01 9.996599999999999397e+01 9.993899999999999295e+01 9.989600000000000080e+01 9.987999999999999545e+01 9.987800000000000011e+01
1.000000000000000000e+02 1.000000000000000000e+02 9.999800000000000466e+01 9.999299999999999500e+01 9.997199999999999420e+01 9.994199999999999307e+01 9.992000000000000171e+01
9.999967499999999632e+01 9.999949999999999761e+01 9.999625000000000341e+01 9.996984999999999388e+01 9.995012499999999989e+01 9.990737500000000182e+01 9.990385000000000559e+01
9.999899999999999523e+01 9.999899999999999523e+01 9.999299999999999500e+01 9.993999999999999773e+01 9.991100000000000136e+01 9.988899999999999579e+01 9.988700000000000045e+01
